name	system	score	length	NonEffector.prob	T1SE.prob	T2SE.prob	T3SE.prob	T4SE.prob	T6SE.prob	assembly	replicon	protein_id	location	annotation	locus_tag	gene
AM039952.1_prot_0052	III	0.9999	714	0.0	0.0	0.0	0.9999	0.0001	0.0	GCA_000009165	AM039952.1	CAJ21683.1	62327..64471	avirulence protein AvrBs2	XCV0052	avrBs2
AM039952.1_prot_0053	III	0.9196	79	0.032	0.0002	0.0001	0.9196	0.0455	0.0026	GCA_000009165	AM039952.1	CAJ21684.1	64604..64843	hypothetical protein	XCV0053	
AM039952.1_prot_0067	III	0.7963	62	0.1979	0.0004	0.0001	0.7963	0.0036	0.0017	GCA_000009165	AM039952.1	CAJ21698.1	complement(78565..78753)	conserved hypothetical protein	XCV0067	
AM039952.1_prot_0072	III	0.715	389	0.2734	0.0005	0.0013	0.715	0.0072	0.0027	GCA_000009165	AM039952.1	CAJ21703.1	complement(83064..84233)	putative secreted protein	XCV0072	
AM039952.1_prot_0073	III	0.8084	194	0.1439	0.0009	0.0007	0.8084	0.0438	0.0023	GCA_000009165	AM039952.1	CAJ21704.1	84393..84977	conserved hypothetical protein	XCV0073	
AM039952.1_prot_0074	III	0.9636	103	0.0024	0.0002	0.0001	0.9636	0.0006	0.0331	GCA_000009165	AM039952.1	CAJ21705.1	complement(85278..85589)	conserved hypothetical protein	XCV0074	
AM039952.1_prot_0075	III	0.3285	354	0.0699	0.2805	0.1588	0.3285	0.0065	0.1558	GCA_000009165	AM039952.1	CAJ21706.1	complement(85586..86650)	Zinc metalloprotease	XCV0075	
AM039952.1_prot_0096	III	0.9526	128	0.0111	0.0077	0.0004	0.9526	0.009	0.0193	GCA_000009165	AM039952.1	CAJ21727.1	complement(112976..113362)	hypothetical protein	XCV0096	
AM039952.1_prot_0103	III	0.8486	141	0.1192	0.0027	0.0002	0.8486	0.0111	0.0183	GCA_000009165	AM039952.1	CAJ21734.1	121248..121673	conserved hypothetical protein	XCV0103	
AM039952.1_prot_0107	III	0.56	59	0.0059	0.0258	0.0021	0.56	0.0082	0.398	GCA_000009165	AM039952.1	CAJ21738.1	complement(124977..125156)	hypothetical protein	XCV0107	
AM039952.1_prot_0108	III	0.9504	132	0.0352	0.0006	0.0001	0.9504	0.0076	0.0061	GCA_000009165	AM039952.1	CAJ21739.1	125307..125705	conserved hypothetical protein	XCV0108	
AM039952.1_prot_0111	II	0.3587	504	0.287	0.0186	0.3587	0.3008	0.0073	0.0277	GCA_000009165	AM039952.1	CAJ21742.1	complement(128108..129622)	putative lignostilbene-alpha,beta-dioxygenase	XCV0111	
AM039952.1_prot_0118	III	0.8578	132	0.035	0.024	0.0013	0.8578	0.0493	0.0326	GCA_000009165	AM039952.1	CAJ21749.1	complement(134715..135113)	conserved hypothetical protein	XCV0118	
AM039952.1_prot_0128	VI	0.9171	233	0.0667	0.0059	0.0005	0.0038	0.0059	0.9171	GCA_000009165	AM039952.1	CAJ21759.1	151912..152613	hypothetical protein	XCV0128	
AM039952.1_prot_0133	III	0.5271	136	0.2383	0.001	0.0006	0.5271	0.0239	0.2091	GCA_000009165	AM039952.1	CAJ21764.1	157104..157514	conserved hypothetical protein	XCV0133	
AM039952.1_prot_0135	VI	0.6156	158	0.1733	0.0048	0.0017	0.1761	0.0285	0.6156	GCA_000009165	AM039952.1	CAJ21766.1	158840..159316	conserved hypothetical protein	XCV0135	
AM039952.1_prot_0152	III	0.8733	284	0.0913	0.0051	0.0165	0.8733	0.0056	0.0082	GCA_000009165	AM039952.1	CAJ21783.1	182221..183075	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	XCV0152	kduI
AM039952.1_prot_0156	III	0.4036	214	0.3975	0.002	0.0007	0.4036	0.1137	0.0825	GCA_000009165	AM039952.1	CAJ21787.1	complement(186471..187115)	conserved hypothetical protein	XCV0156	
AM039952.1_prot_0165	VI	0.5298	131	0.4056	0.0263	0.0148	0.0042	0.0193	0.5298	GCA_000009165	AM039952.1	CAJ21796.1	197805..198200	putative secreted protein	XCV0165	
AM039952.1_prot_0178	VI	0.5858	672	0.2756	0.0037	0.0904	0.0179	0.0266	0.5858	GCA_000009165	AM039952.1	CAJ21809.1	212872..214890	phospholipase precursor	XCV0178	
AM039952.1_prot_0182	III	0.7544	85	0.2185	0.0014	0.0001	0.7544	0.0158	0.0098	GCA_000009165	AM039952.1	CAJ21813.1	217575..217832	putative membrane protein	XCV0182	
AM039952.1_prot_0183	III	0.6122	690	0.2959	0.0031	0.001	0.6122	0.0678	0.02	GCA_000009165	AM039952.1	CAJ21814.1	217982..220054	conserved hypothetical protein	XCV0183	
AM039952.1_prot_0184	III	0.3279	203	0.265	0.0839	0.0151	0.3279	0.0195	0.2886	GCA_000009165	AM039952.1	CAJ21815.1	220245..220856	putative phosphatidylethanolamine-binding protein	XCV0184	
AM039952.1_prot_0197	III	0.9604	300	0.0129	0.0008	0.0001	0.9604	0.0088	0.017	GCA_000009165	AM039952.1	CAJ21828.1	complement(232937..233839)	conserved hypothetical protein	XCV0197	
AM039952.1_prot_0209	III	0.9223	403	0.005	0.0035	0.0003	0.9223	0.0501	0.0188	GCA_000009165	AM039952.1	CAJ21840.1	244583..245794	hypothetical protein	XCV0209	
AM039952.1_prot_0210	VI	0.5593	442	0.0286	0.0026	0.0018	0.1319	0.2758	0.5593	GCA_000009165	AM039952.1	CAJ21841.1	complement(246260..247588)	hypothetical protein	XCV0210	
AM039952.1_prot_0211	III	0.9852	178	0.0039	0.0002	0.0005	0.9852	0.0099	0.0003	GCA_000009165	AM039952.1	CAJ21842.1	complement(247677..248213)	hypothetical protein	XCV0211	
AM039952.1_prot_0215	III	0.8419	95	0.0499	0.0009	0.0008	0.8419	0.105	0.0015	GCA_000009165	AM039952.1	CAJ21846.1	254489..254776	hypothetical protein	XCV0215	
AM039952.1_prot_0216	III	0.7133	340	0.137	0.003	0.0008	0.7133	0.049	0.0969	GCA_000009165	AM039952.1	CAJ21847.1	254833..255855	hypothetical protein	XCV0216	
AM039952.1_prot_0249	III	0.4711	167	0.4585	0.0038	0.0036	0.4711	0.0246	0.0385	GCA_000009165	AM039952.1	CAJ21880.1	290435..290938	conserved hypothetical protein	XCV0249	
AM039952.1_prot_0252	III	0.5891	103	0.112	0.0045	0.0002	0.5891	0.2743	0.02	GCA_000009165	AM039952.1	CAJ21883.1	292878..293189	putative peptidyl-tRNA hydrolase	XCV0252	
AM039952.1_prot_0266	III	0.9129	352	0.0566	0.0055	0.001	0.9129	0.0164	0.0075	GCA_000009165	AM039952.1	CAJ21897.1	307813..308871	putative cyclic nucleotide-binding protein	XCV0266	
AM039952.1_prot_0282	VI	0.3186	572	0.1625	0.0264	0.2949	0.0581	0.1395	0.3186	GCA_000009165	AM039952.1	CAJ21913.1	326504..328222	putative extracellular nuclease	XCV0282	
AM039952.1_prot_0285	III	0.9875	404	0.0001	0.0	0.0	0.9875	0.0123	0.0	GCA_000009165	AM039952.1	CAJ21916.1	complement(330740..331954)	conserved hypothetical protein	XCV0285	
AM039952.1_prot_0294	III	0.9975	400	0.0	0.0	0.0	0.9975	0.0024	0.0001	GCA_000009165	AM039952.1	CAJ21925.1	complement(338204..339406)	Xanthomonas outer protein E1	XCV0294	xopE1
AM039952.1_prot_0299	III	0.7908	143	0.0096	0.1035	0.0024	0.7908	0.0439	0.0498	GCA_000009165	AM039952.1	CAJ21930.1	complement(343803..344234)	putative membrane protein	XCV0299	
AM039952.1_prot_0301	III	0.8049	94	0.0336	0.0044	0.0004	0.8049	0.0314	0.1252	GCA_000009165	AM039952.1	CAJ21932.1	347434..347718	hypothetical protein	XCV0301	
AM039952.1_prot_0313	III	0.6472	152	0.051	0.005	0.0003	0.6472	0.2335	0.063	GCA_000009165	AM039952.1	CAJ21944.1	complement(357591..358049)	conserved hypothetical protein	XCV0313	
AM039952.1_prot_0323	III	0.8801	241	0.0927	0.002	0.0021	0.8801	0.0008	0.0223	GCA_000009165	AM039952.1	CAJ21954.1	complement(370617..371342)	conserved hypothetical protein	XCV0323	
AM039952.1_prot_0324	III	0.9487	308	0.0001	0.0	0.0	0.9487	0.0509	0.0002	GCA_000009165	AM039952.1	CAJ21955.1	371571..372497	conserved hypothetical protein	XCV0324	
AM039952.1_prot_0332	III	0.945	130	0.0108	0.0007	0.0001	0.945	0.0415	0.0019	GCA_000009165	AM039952.1	CAJ21963.1	379969..380361	conserved hypothetical protein	XCV0332	
AM039952.1_prot_0339	II	0.8805	653	0.0029	0.0046	0.8805	0.0619	0.0011	0.0492	GCA_000009165	AM039952.1	CAJ21970.1	complement(389782..391743)	putative conditioned medium factor (density-sensing factor)	XCV0339	
AM039952.1_prot_0344	III	0.8034	347	0.1407	0.0017	0.0005	0.8034	0.0483	0.0053	GCA_000009165	AM039952.1	CAJ21975.1	395604..396647	conserved hypothetical protein	XCV0344	
AM039952.1_prot_0348	VI	0.4173	53	0.4149	0.0065	0.0002	0.1269	0.0342	0.4173	GCA_000009165	AM039952.1	CAJ21979.1	complement(401235..401396)	hypothetical protein	XCV0348	
AM039952.1_prot_0358	III	0.551	453	0.0263	0.0502	0.328	0.551	0.0365	0.008	GCA_000009165	AM039952.1	CAJ21989.1	410531..411892	putative cellulase	XCV0358	
AM039952.1_prot_0361	III	0.965	110	0.0142	0.0005	0.0001	0.965	0.005	0.0153	GCA_000009165	AM039952.1	CAJ21992.1	complement(412820..413152)	hypothetical protein	XCV0361	
AM039952.1_prot_0370	III	0.9559	132	0.0147	0.0006	0.0	0.9559	0.0102	0.0184	GCA_000009165	AM039952.1	CAJ22001.1	complement(422827..423225)	hypothetical protein	XCV0370	
AM039952.1_prot_0381	III	0.3161	244	0.2812	0.0739	0.0181	0.3161	0.0011	0.3095	GCA_000009165	AM039952.1	CAJ22012.1	435028..435762	protocatechuate 3,4-dioxygenase beta chain	XCV0381	pcaH
AM039952.1_prot_0388	III	0.576	286	0.3994	0.0015	0.0015	0.576	0.0066	0.0151	GCA_000009165	AM039952.1	CAJ22019.1	441750..442610	conserved hypothetical protein	XCV0388	
AM039952.1_prot_0396	III	0.5976	139	0.3399	0.0063	0.0036	0.5976	0.0129	0.0398	GCA_000009165	AM039952.1	CAJ22027.1	449771..450190	conserved hypothetical protein	XCV0396	
AM039952.1_prot_0401	III	0.8857	124	0.0834	0.0019	0.0003	0.8857	0.0073	0.0213	GCA_000009165	AM039952.1	CAJ22032.1	complement(454085..454459)	conserved hypothetical protein	XCV0401	
AM039952.1_prot_0406	III	0.8424	94	0.1206	0.0004	0.0001	0.8424	0.0288	0.0077	GCA_000009165	AM039952.1	CAJ22037.1	complement(459108..459392)	hypothetical protein	XCV0406	
AM039952.1_prot_0408	III	0.6474	432	0.2199	0.0041	0.0011	0.6474	0.0512	0.0762	GCA_000009165	AM039952.1	CAJ22039.1	complement(459955..461253)	HpaG LRR protein	XCV0408	hpaG
AM039952.1_prot_0409	III	0.9982	197	0.0	0.0	0.0	0.9982	0.0017	0.0	GCA_000009165	AM039952.1	CAJ22040.1	complement(461310..461903)	HpaF protein	XCV0409	hpaF
AM039952.1_prot_0411	III	0.9966	806	0.0	0.0029	0.0002	0.9966	0.0001	0.0001	GCA_000009165	AM039952.1	CAJ22042.1	complement(462449..464869)	HrpF protein	XCV0411	hrpF
AM039952.1_prot_0413	III	0.625	91	0.1952	0.0017	0.0003	0.625	0.174	0.0037	GCA_000009165	AM039952.1	CAJ22044.1	465927..466202	HpaD protein	XCV0413	hpaD
AM039952.1_prot_0414	III	0.9997	670	0.0	0.0	0.0	0.9997	0.0002	0.0	GCA_000009165	AM039952.1	CAJ22045.1	466199..468211	Xanthomonas outer protein F1	XCV0414	xopF1
AM039952.1_prot_0415	III	0.4671	100	0.3685	0.0012	0.0001	0.4671	0.1136	0.0495	GCA_000009165	AM039952.1	CAJ22046.1	complement(468512..468814)	HpaE protein	XCV0415	hpaE
AM039952.1_prot_0416	III	0.9368	156	0.0241	0.0006	0.0005	0.9368	0.0324	0.0055	GCA_000009165	AM039952.1	CAJ22047.1	complement(468833..469303)	HpaB protein	XCV0416	hpaB
AM039952.1_prot_0417	III	0.8252	93	0.0459	0.0056	0.0001	0.8252	0.0173	0.1059	GCA_000009165	AM039952.1	CAJ22048.1	complement(469358..469639)	HrpE protein	XCV0417	hrpE
AM039952.1_prot_0418	III	0.8823	85	0.0453	0.0008	0.0002	0.8823	0.046	0.0254	GCA_000009165	AM039952.1	CAJ22049.1	complement(469721..469978)	HrpD6 protein	XCV0418	hrpD6
AM039952.1_prot_0420	III	0.9983	275	0.0001	0.0002	0.0	0.9983	0.001	0.0004	GCA_000009165	AM039952.1	CAJ22051.1	complement(470910..471737)	HpaA protein	XCV0420	hpaA
AM039952.1_prot_0423	III	0.825	304	0.1488	0.0017	0.0006	0.825	0.0005	0.0234	GCA_000009165	AM039952.1	CAJ22054.1	complement(472630..473544)	HrcQ protein	XCV0423	hrcQ
AM039952.1_prot_0424	III	0.999	212	0.0008	0.0	0.0	0.999	0.0001	0.0	GCA_000009165	AM039952.1	CAJ22055.1	complement(473676..474314)	HpaC protein	XCV0424	hpaC
AM039952.1_prot_0427	III	0.8647	151	0.014	0.0002	0.0001	0.8647	0.119	0.0019	GCA_000009165	AM039952.1	CAJ22058.1	477533..477988	HrpB1 protein	XCV0427	hrpB1
AM039952.1_prot_0428	III	0.9985	130	0.0011	0.0002	0.0001	0.9985	0.0001	0.0001	GCA_000009165	AM039952.1	CAJ22059.1	478022..478414	HrpB2 protein	XCV0428	hrpB2
AM039952.1_prot_0430	III	0.9256	209	0.0449	0.0004	0.0002	0.9256	0.0018	0.027	GCA_000009165	AM039952.1	CAJ22061.1	479185..479814	HrpB4 protein	XCV0430	hrpB4
AM039952.1_prot_0431	III	0.993	233	0.0037	0.0004	0.0001	0.993	0.0007	0.002	GCA_000009165	AM039952.1	CAJ22062.1	479799..480500	HrcL protein	XCV0431	hrcL
AM039952.1_prot_0433	III	0.788	169	0.2037	0.0002	0.0001	0.788	0.0052	0.0028	GCA_000009165	AM039952.1	CAJ22064.1	481811..482320	HrpB7 protein	XCV0433	hrpB7
AM039952.1_prot_0437	III	0.8043	545	0.0636	0.0029	0.0017	0.8043	0.1028	0.0248	GCA_000009165	AM039952.1	CAJ22068.1	487189..488826	Xanthomonas outer protein D	XCV0437	xopD
AM039952.1_prot_0440	III	0.9963	117	0.0001	0.0034	0.0002	0.9963	0.0	0.0001	GCA_000009165	AM039952.1	CAJ22071.1	complement(490135..490488)	Xanthomonas outer protein A	XCV0440	xopA
AM039952.1_prot_0442	III	0.9996	519	0.0	0.0001	0.0	0.9996	0.0003	0.0	GCA_000009165	AM039952.1	CAJ22073.1	complement(491884..493443)	conserved hypothetical protein	XCV0442	
AM039952.1_prot_0444	III	0.6248	113	0.1342	0.0035	0.0006	0.6248	0.2303	0.0066	GCA_000009165	AM039952.1	CAJ22075.1	complement(494868..495209)	conserved hypothetical protein	XCV0444	
AM039952.1_prot_0447	III	0.9483	173	0.0185	0.0008	0.0001	0.9483	0.0176	0.0148	GCA_000009165	AM039952.1	CAJ22078.1	500152..500673	hypothetical protein	XCV0447	
AM039952.1_prot_0448	III	0.8055	633	0.1114	0.0014	0.0005	0.8055	0.0759	0.0053	GCA_000009165	AM039952.1	CAJ22079.1	complement(500848..502749)	conserved hypothetical protein	XCV0448	
AM039952.1_prot_0462	II	0.3643	143	0.3226	0.0018	0.3643	0.157	0.1499	0.0043	GCA_000009165	AM039952.1	CAJ22093.1	522157..522588	VirK protein	XCV0462	virK
AM039952.1_prot_0469	VI	0.4376	72	0.4252	0.0049	0.0001	0.1274	0.0047	0.4376	GCA_000009165	AM039952.1	CAJ22100.1	530699..530917	hypothetical protein	XCV0469	
AM039952.1_prot_0471	III	0.9311	373	0.0	0.0002	0.0001	0.9311	0.0684	0.0002	GCA_000009165	AM039952.1	CAJ22102.1	532770..533891	avirulence protein AvrRxv	XCV0471	avrRxv
AM039952.1_prot_0474	III	0.5629	127	0.3054	0.0134	0.0035	0.5629	0.0122	0.1026	GCA_000009165	AM039952.1	CAJ22105.1	complement(535866..536249)	conserved hypothetical protein	XCV0474	
AM039952.1_prot_0477	II	0.7811	1193	0.0155	0.1298	0.7811	0.0139	0.0327	0.027	GCA_000009165	AM039952.1	CAJ22108.1	complement(538580..542161)	putative secreted protein	XCV0477	
AM039952.1_prot_0485	III	0.9878	183	0.009	0.0001	0.0001	0.9878	0.0023	0.0007	GCA_000009165	AM039952.1	CAJ22116.1	complement(550195..550746)	conserved hypothetical protein	XCV0485	
AM039952.1_prot_0486	VI	0.5305	215	0.3224	0.0047	0.0395	0.0422	0.0607	0.5305	GCA_000009165	AM039952.1	CAJ22117.1	550888..551535	putative secreted protein	XCV0486	
AM039952.1_prot_0495	II	0.9254	532	0.0102	0.0346	0.9254	0.0085	0.0086	0.0126	GCA_000009165	AM039952.1	CAJ22126.1	complement(559497..561095)	Zinc metalloprotease precursor	XCV0495	
AM039952.1_prot_0497	VI	0.8338	178	0.0334	0.1169	0.0062	0.0019	0.0078	0.8338	GCA_000009165	AM039952.1	CAJ22128.1	complement(563348..563884)	conserved hypothetical protein	XCV0497	
AM039952.1_prot_0530	III	0.6019	113	0.0015	0.017	0.0003	0.6019	0.0135	0.3658	GCA_000009165	AM039952.1	CAJ22161.1	597057..597398	hypothetical protein	XCV0530	
AM039952.1_prot_0535	III	0.898	168	0.0375	0.0006	0.0002	0.898	0.0186	0.0451	GCA_000009165	AM039952.1	CAJ22166.1	complement(600088..600594)	hypothetical protein	XCV0535	
AM039952.1_prot_0536	II	0.5104	420	0.3617	0.0106	0.5104	0.0236	0.0813	0.0124	GCA_000009165	AM039952.1	CAJ22167.1	600751..602013	putative secreted lipase	XCV0536	
AM039952.1_prot_0551	III	0.5639	148	0.4153	0.0004	0.0009	0.5639	0.0166	0.0029	GCA_000009165	AM039952.1	CAJ22182.1	619862..620308	putative membrane protein	XCV0551	
AM039952.1_prot_0569	II	0.8942	596	0.0029	0.0745	0.8942	0.011	0.0095	0.0079	GCA_000009165	AM039952.1	CAJ22200.1	complement(637698..639488)	putative extracellular ribonuclease	XCV0569	
AM039952.1_prot_0572	III	0.9995	699	0.0	0.0	0.0	0.9995	0.0005	0.0	GCA_000009165	AM039952.1	CAJ22203.1	complement(642081..644180)	Xanthomonas outer protein X	XCV0572	xopX
AM039952.1_prot_0578	III	0.9893	172	0.0057	0.001	0.0012	0.9893	0.0021	0.0007	GCA_000009165	AM039952.1	CAJ22209.1	complement(655956..656474)	conserved hypothetical protein	XCV0578	
AM039952.1_prot_0581	III	0.6704	613	0.0002	0.0003	0.0	0.6704	0.3289	0.0002	GCA_000009165	AM039952.1	CAJ22212.1	660643..662484	Xanthomonas outer protein B	XCV0581	xopB
AM039952.1_prot_0582	III	0.4499	252	0.3593	0.0011	0.0002	0.4499	0.1133	0.0761	GCA_000009165	AM039952.1	CAJ22213.1	complement(662647..663405)	hypothetical protein	XCV0582	
AM039952.1_prot_0583	II	0.7885	624	0.1722	0.0135	0.7885	0.0156	0.0027	0.0075	GCA_000009165	AM039952.1	CAJ22214.1	663717..665591	putative secreted protease; subtilase family	XCV0583	
AM039952.1_prot_0584	III	0.7893	169	0.0746	0.0004	0.0794	0.7893	0.0491	0.0071	GCA_000009165	AM039952.1	CAJ22215.1	complement(665700..666209)	putative membrane protein	XCV0584	
AM039952.1_prot_0585	VI	0.3676	289	0.2051	0.0029	0.36	0.0556	0.0087	0.3676	GCA_000009165	AM039952.1	CAJ22216.1	complement(666206..667075)	putative membrane protein	XCV0585	
AM039952.1_prot_0589	III	0.9202	58	0.053	0.0018	0.0001	0.9202	0.0126	0.0123	GCA_000009165	AM039952.1	CAJ22220.1	670132..670308	hypothetical protein	XCV0589	
AM039952.1_prot_0595	III	0.6831	105	0.2741	0.0015	0.0002	0.6831	0.0069	0.0342	GCA_000009165	AM039952.1	CAJ22226.1	675699..676016	malonate decarboxylase delta subunit	XCV0595	mdcC
AM039952.1_prot_0609	III	0.9748	126	0.0033	0.0001	0.0001	0.9748	0.0209	0.0009	GCA_000009165	AM039952.1	CAJ22240.1	688669..689049	hypothetical protein	XCV0609	
AM039952.1_prot_0613	VI	0.8337	388	0.0404	0.0152	0.001	0.107	0.0026	0.8337	GCA_000009165	AM039952.1	CAJ22244.1	694685..695851	conserved hypothetical protein	XCV0613	
AM039952.1_prot_0616	VI	0.5972	162	0.2052	0.0053	0.0117	0.0325	0.148	0.5972	GCA_000009165	AM039952.1	CAJ22247.1	698362..698850	putative secreted protein	XCV0616	
AM039952.1_prot_0632	III	0.9252	511	0.04	0.0006	0.0003	0.9252	0.0039	0.0301	GCA_000009165	AM039952.1	CAJ22263.1	complement(712084..713619)	hypothetical protein	XCV0632	
AM039952.1_prot_0633	III	0.9099	103	0.0095	0.0045	0.0002	0.9099	0.0225	0.0534	GCA_000009165	AM039952.1	CAJ22264.1	713883..714194	conserved hypothetical protein	XCV0633	
AM039952.1_prot_0643	III	0.6974	477	0.0172	0.0098	0.0011	0.6974	0.0041	0.2705	GCA_000009165	AM039952.1	CAJ22274.1	726078..727511	hypothetical protein	XCV0643	
AM039952.1_prot_0644	III	0.5201	363	0.1225	0.002	0.2728	0.5201	0.0205	0.0621	GCA_000009165	AM039952.1	CAJ22275.1	complement(727553..728644)	putative secreted protein	XCV0644	
AM039952.1_prot_0649	III	0.4301	123	0.4258	0.0003	0.0001	0.4301	0.1231	0.0206	GCA_000009165	AM039952.1	CAJ22280.1	complement(732995..733366)	hypothetical protein	XCV0649	
AM039952.1_prot_0654	III	0.9337	71	0.0039	0.0478	0.0018	0.9337	0.0029	0.01	GCA_000009165	AM039952.1	CAJ22285.1	737256..737471	hypothetical protein	XCV0654	
AM039952.1_prot_0655	III	0.8783	169	0.0198	0.0008	0.0001	0.8783	0.0771	0.024	GCA_000009165	AM039952.1	CAJ22286.1	complement(737564..738073)	hypothetical protein	XCV0655	
AM039952.1_prot_0657	III	0.9904	328	0.0	0.0001	0.0	0.9904	0.0095	0.0	GCA_000009165	AM039952.1	CAJ22288.1	complement(739720..740706)	conserved hypothetical protein	XCV0657	
AM039952.1_prot_0663	III	0.6102	128	0.2157	0.0003	0.0001	0.6102	0.1572	0.0165	GCA_000009165	AM039952.1	CAJ22294.1	complement(746954..747340)	putative secreted protein	XCV0663	
AM039952.1_prot_0665	III	0.4826	375	0.4566	0.0021	0.0011	0.4826	0.0372	0.0205	GCA_000009165	AM039952.1	CAJ22296.1	complement(748426..749553)	conserved hypothetical protein	XCV0665	
AM039952.1_prot_0670	II	0.9469	476	0.0318	0.0078	0.9469	0.0059	0.0061	0.0015	GCA_000009165	AM039952.1	CAJ22301.1	complement(758663..760093)	extracellular endoglucanase precursor	XCV0670	engXCA
AM039952.1_prot_0674	VI	0.4892	95	0.1852	0.001	0.0003	0.212	0.1123	0.4892	GCA_000009165	AM039952.1	CAJ22305.1	complement(764843..765130)	hypothetical protein	XCV0674	
AM039952.1_prot_0682	III	0.9531	92	0.0089	0.001	0.0004	0.9531	0.0318	0.0048	GCA_000009165	AM039952.1	CAJ22313.1	complement(773963..774241)	conserved hypothetical protein	XCV0682	
AM039952.1_prot_0690	III	0.7453	223	0.2355	0.0018	0.0022	0.7453	0.0063	0.0088	GCA_000009165	AM039952.1	CAJ22321.1	783670..784341	conserved hypothetical protein	XCV0690	
AM039952.1_prot_0704	III	0.6968	298	0.0011	0.0303	0.0029	0.6968	0.004	0.2649	GCA_000009165	AM039952.1	CAJ22335.1	798978..799874	hypothetical protein	XCV0704	
AM039952.1_prot_0722	II	0.8754	465	0.0193	0.0481	0.8754	0.0145	0.0162	0.0264	GCA_000009165	AM039952.1	CAJ22353.1	821886..823283	polygalacturonase precursor	XCV0722	pgl
AM039952.1_prot_0740	III	0.8224	468	0.1103	0.0003	0.04	0.8224	0.0078	0.0192	GCA_000009165	AM039952.1	CAJ22371.1	843442..844848	putative secreted protein	XCV0740	
AM039952.1_prot_0753	II	0.9096	490	0.0111	0.0661	0.9096	0.0034	0.0059	0.0039	GCA_000009165	AM039952.1	CAJ22384.1	858348..859820	putative secreted protein	XCV0753	
AM039952.1_prot_0791	III	0.8358	112	0.0017	0.007	0.0003	0.8358	0.0088	0.1464	GCA_000009165	AM039952.1	CAJ22422.1	complement(903682..904020)	conserved hypothetical protein	XCV0791	
AM039952.1_prot_0806	III	0.9999	450	0.0	0.0	0.0	0.9999	0.0001	0.0	GCA_000009165	AM039952.1	CAJ22437.1	918205..919557	conserved hypothetical protein	XCV0806	
AM039952.1_prot_0813	III	0.3161	223	0.2594	0.0018	0.0006	0.3161	0.3023	0.1198	GCA_000009165	AM039952.1	CAJ22444.1	complement(928155..928826)	conserved hypothetical protein	XCV0813	
AM039952.1_prot_0820	III	0.6908	83	0.2787	0.0038	0.002	0.6908	0.0219	0.0027	GCA_000009165	AM039952.1	CAJ22451.1	complement(935088..935339)	putative CcdB antidote-like protein	XCV0820	
AM039952.1_prot_0837	III	0.4525	148	0.3684	0.0002	0.0004	0.4525	0.1779	0.0007	GCA_000009165	AM039952.1	CAJ22468.1	complement(954581..955027)	conserved hypothetical protein	XCV0837	
AM039952.1_prot_0845	II	0.7238	586	0.2086	0.0219	0.7238	0.0221	0.0059	0.0176	GCA_000009165	AM039952.1	CAJ22476.1	964784..966544	putative protease precursor	XCV0845	
AM039952.1_prot_0848	III	0.5035	62	0.2885	0.0071	0.0002	0.5035	0.0389	0.1618	GCA_000009165	AM039952.1	CAJ22479.1	968374..968562	hypothetical protein	XCV0848	
AM039952.1_prot_0849	I	0.4178	292	0.1347	0.4178	0.2414	0.0516	0.0862	0.0683	GCA_000009165	AM039952.1	CAJ22480.1	complement(968717..969595)	putative alpha-amylase (fragment)	XCV0849	
AM039952.1_prot_0852	III	0.7731	185	0.1756	0.0013	0.0004	0.7731	0.0138	0.0359	GCA_000009165	AM039952.1	CAJ22483.1	971566..972123	conserved hypothetical protein	XCV0852	
AM039952.1_prot_0869	II	0.6926	780	0.0057	0.0514	0.6926	0.1888	0.0095	0.0521	GCA_000009165	AM039952.1	CAJ22500.1	complement(997952..1000294)	putative secreted protein	XCV0869	
AM039952.1_prot_0872	III	0.8508	64	0.1297	0.002	0.0002	0.8508	0.0108	0.0065	GCA_000009165	AM039952.1	CAJ22503.1	complement(1003791..1003985)	putative membrane protein	XCV0872	
AM039952.1_prot_0874	III	0.6999	81	0.29	0.0009	0.0006	0.6999	0.006	0.0026	GCA_000009165	AM039952.1	CAJ22505.1	1005197..1005442	conserved hypothetical protein	XCV0874	
AM039952.1_prot_0876	III	0.9903	160	0.0022	0.0004	0.0002	0.9903	0.0	0.0069	GCA_000009165	AM039952.1	CAJ22507.1	1007926..1008408	conserved hypothetical protein	XCV0876	
AM039952.1_prot_0877	VI	0.5427	38	0.2138	0.0084	0.0002	0.2286	0.0064	0.5427	GCA_000009165	AM039952.1	CAJ22508.1	1008422..1008538	hypothetical protein	XCV0877	
AM039952.1_prot_0881	III	0.6133	277	0.3692	0.0051	0.0015	0.6133	0.0076	0.0032	GCA_000009165	AM039952.1	CAJ22512.1	complement(1010960..1011793)	ABC transporter ATP-binding protein	XCV0881	
AM039952.1_prot_0893	III	0.6406	163	0.2904	0.0009	0.0015	0.6406	0.0394	0.0272	GCA_000009165	AM039952.1	CAJ22524.1	1023774..1024265	putative secreted protein	XCV0893	
AM039952.1_prot_0899	VI	0.4906	127	0.4215	0.0118	0.0003	0.0524	0.0234	0.4906	GCA_000009165	AM039952.1	CAJ22530.1	complement(1027870..1028253)	conserved hypothetical protein	XCV0899	
AM039952.1_prot_0910	III	0.5132	143	0.4456	0.002	0.0014	0.5132	0.0251	0.0127	GCA_000009165	AM039952.1	CAJ22541.1	1039899..1040330	conserved hypothetical protein	XCV0910	
